model_family,tau,nonlinear_layers,hidden_dim,alpha,lambda,validation_loss,family,initial_fitted_variance,architecture_lambda_zero_fitted_variance,max_lambda_zero_fitted_variance,achieved_r,valid_complexity_reference
linear_activation,0.05,1,4,1.0,6.69493964544323,0.1099280899645264,linear_activation,0.2987600266933441,0.6089769005775452,0.7189088463783264,0.4155742806593889,True
linear_activation,0.05,1,8,1.0,6.69493964544323,0.1101974223431662,linear_activation,0.267521470785141,0.586049497127533,0.7189088463783264,0.3721215452179282,True
linear_activation,0.05,1,8,1.0,6.055964668833263,0.1103683915056332,linear_activation,0.27196794748306274,0.586049497127533,0.7189088463783264,0.3783065806648029,True
linear_activation,0.05,1,4,1.0,6.055964668833263,0.1111127578886181,linear_activation,0.24608825147151947,0.6089769005775452,0.7189088463783264,0.34230800290085084,True
linear_activation,0.05,1,2,1.0,6.69493964544323,0.1111171807060558,linear_activation,0.2662338316440582,0.5914097428321838,0.7189088463783264,0.3703304431226215,True
linear_activation,0.05,0,0,1.0,10.000000000000002,0.1119685146267341,linear_activation,0.30520278215408325,0.7189088463783264,0.7189088463783264,0.4245361337415926,True
linear_activation,0.05,1,2,1.0,6.055964668833263,0.1122059999673889,linear_activation,0.2413138747215271,0.5914097428321838,0.7189088463783264,0.3356668594874064,True
linear_activation,0.05,1,2,1.0,5.477974412378556,0.1138670211192713,linear_activation,0.24694326519966125,0.5914097428321838,0.7189088463783264,0.3434973243738708,True
linear_activation,0.05,1,4,1.0,4.955148403871969,0.1144463905167734,linear_activation,0.2601187825202942,0.6089769005775452,0.7189088463783264,0.36182442854988384,True
linear_activation,0.05,1,8,1.0,5.477974412378556,0.1145416558419119,linear_activation,0.3133070468902588,0.586049497127533,0.7189088463783264,0.4358091411291115,True
linear_activation,0.05,1,4,1.0,5.477974412378556,0.1145440778287338,linear_activation,0.24491989612579346,0.6089769005775452,0.7189088463783264,0.34068282419897244,True
linear_activation,0.05,1,2,1.0,4.955148403871969,0.1163010549624538,linear_activation,0.2536902129650116,0.5914097428321838,0.7189088463783264,0.3528823080186537,True
linear_activation,0.05,1,8,1.0,4.955148403871969,0.1163274153028703,linear_activation,0.2863951325416565,0.586049497127533,0.7189088463783264,0.3983747508247253,True
linear_activation,0.05,0,0,1.0,9.045585157672232,0.1165125364291213,linear_activation,0.3317764699459076,0.7189088463783264,0.7189088463783264,0.4615000519430386,True
linear_activation,0.05,0,0,1.0,5.477974412378556,0.1171659661348009,linear_activation,0.39464229345321655,0.7189088463783264,0.7189088463783264,0.5489462195956004,True
linear_activation,0.05,1,2,1.0,4.482221685612751,0.11839291501068,linear_activation,0.30634692311286926,0.5914097428321838,0.7189088463783264,0.4261276303055171,True
linear_activation,0.05,1,4,1.0,4.482221685612751,0.1185774572729188,linear_activation,0.28570979833602905,0.6089769005775452,0.7189088463783264,0.39742145304701676,True
linear_activation,0.05,0,0,1.0,4.955148403871969,0.1194705061617269,linear_activation,0.5036107301712036,0.7189088463783264,0.7189088463783264,0.7005209808006424,True
linear_activation,0.05,0,0,1.0,6.055964668833263,0.1195158308035168,linear_activation,0.4357112646102905,0.7189088463783264,0.7189088463783264,0.6060730324926299,True
linear_activation,0.05,0,0,1.0,8.182261084470007,0.1196222109863494,linear_activation,0.34256812930107117,0.7189088463783264,0.7189088463783264,0.4765112170017649,True
linear_activation,0.05,1,8,1.0,4.482221685612751,0.1199079208245193,linear_activation,0.2983935475349426,0.586049497127533,0.7189088463783264,0.4150645092742575,True
linear_activation,0.05,1,4,1.0,4.054431795277528,0.1201191261338484,linear_activation,0.36408960819244385,0.6089769005775452,0.7189088463783264,0.5064475281207506,True
